hadColdChainBreak,isIntact,highestTemperatureCelsius,lowestTemperatureCelsius,coldChainBreakCount,totalBreakDurationMinutes,totalRefrigeratedTransportHours,coldChainBroken,coldStorage_maxActualTemperatureCelsius,coldStorage_minActualTemperatureCelsius,coldStorage_avgActualTemperatureCelsius,coldStorage_targetTemperatureCelsius,coldChainBreaks_maxTemperatureReached,coldChainBreaks_totalDurationMinutes,measuredCelsius,minAllowedCelsius,maxAllowedCelsius,tempIsWithinRange,refrigerationTemperatureCelsius,wasRefrigerated,harvestTemperatureCelsius,processingTemperatureCelsius,displayTemperatureCelsius,sampleArrivalTemperatureCelsius,pathogensDetectedCount,pathogensCfuPerGramMax,pathogensLimitExceededCount,microbiologicalDetectedCount,microbiologicalCfuPerGramMax,microbiologicalLimitExceededCount,substancesMeasuredMgPerKgMax,substancesLimitMgPerKg,substancesLimitExceededCount,chemicalMeasuredValueMax,chemicalMrlValue,chemicalMrlExceededCount,chemicalBelowLod,overallVerdictFail,legalLimitsExceeded,exceedanceCount,isIso17025Accredited,nutritionalDeviationPercent,nutritionalIsWithinEuTolerance,physicalOutOfSpecCount,allergenDetectedCount,allergenMeasuredMgPerKgMax,allergenLabelIncorrectCount,authenticityFailCount,authenticityConfidencePercentMin,certificationDaysUntilExpiry,certificationAuditScore,nonConformitiesSeverityMax,nonConformitiesUncorrectedCount,nonConformitiesOverdueDays,moldDetected,foreignBodyDetected,colorOk,shapeOk,surfaceOk,rejectionRate,visualDefectsFound,isLeaking,isSealed,vacuumIntact,mapGasCompositionCorrect,labelingCorrect,barcodeReadable,fillWeightCorrect,packagingDefectsFound,measuredWeightG,targetWeightG,weightTolerancePercent,weightIsWithinTolerance,weightSampleSize,distanceKm,transportIsRefrigerated,co2EmissionsKg,transportDelayMinutes,maxDurationExceeded,storageAverageTemperatureCelsius,humidityPercent,storageDurationHours,importInspectionPassed,customsCleared,handlingCount,alertsTotalCount,alertsSeverityMax,alertsActiveCount,traceabilityCompleteness,traceabilityHasGaps,isThirdPartyVerified,verifiedStations,unknownStations,yieldPercent,areaHectares,isHaccpCertified,batchSizeKg,isMscCertified,isAscCertified
0,1,1.45,1.04,0,0.0,15.6,0,1.32,0.8,1.04,1.0,0.0,0.0,1.04,0.0,4.0,1,1.04,1,23.5,1.44,1.45,1.32,0,0.0,0,0,2478.1,0,0.0129,0.1,0,0.0129,0.1,0,0,0,0,0,1,1.86,1,0,0,0.0,0,0,90.6,98.0,91.0,0,0,0.0,0,0,1,1,1,0.12,1,0,1,1,1,1,1,1,0,494.5,500.0,2.0,1,10,740.3,1,9.58,28.0,0,1.04,52.0,23.8,1,1,5,0,0,0,0.853,0,1,7,0,75.6,26.05,1,4076.8,1,1
0,1,6.98,6.14,0,0.0,18.9,0,6.88,6.46,6.62,14.5,0.0,0.0,6.62,4.0,30.0,1,6.62,1,23.3,6.8,6.65,6.94,0,0.0,0,0,13.71,0,0.0117,0.1,0,0.0117,0.1,0,0,0,0,0,1,0.16,1,0,0,0.0,0,0,98.9,262.0,99.0,0,0,0.0,0,0,1,1,1,0.63,0,0,1,1,1,1,1,1,0,479.2,500.0,2.0,1,14,232.1,1,29.38,20.0,0,6.62,79.4,36.3,1,1,4,1,0,0,0.938,0,1,3,0,78.4,22.17,1,1491.6,0,0
0,1,14.84,14.39,0,0.0,6.3,0,15.02,14.75,14.75,14.5,0.0,0.0,14.75,4.0,30.0,1,14.75,1,20.2,15.07,14.87,14.99,0,0.0,0,0,2.14,0,0.0295,0.1,0,0.0295,0.1,0,0,0,0,0,1,2.53,1,0,0,0.0,0,0,99.2,132.0,83.1,0,0,0.0,0,0,1,1,1,1.44,0,0,1,1,1,1,1,1,0,484.9,500.0,2.0,1,13,620.2,1,28.35,20.0,0,14.75,60.8,22.2,1,1,2,1,1,0,0.874,0,1,3,0,92.9,40.1,1,3758.3,0,0
0,1,2.64,2.0,0,0.0,21.3,0,2.23,2.07,2.19,4.0,0.0,0.0,2.19,0.0,12.0,1,2.19,1,15.5,2.93,2.26,2.31,0,0.0,0,0,254.11,0,0.0596,0.2,0,0.0596,0.2,0,0,0,0,0,1,2.33,1,0,0,0.0,0,0,95.3,35.0,80.0,0,0,0.0,0,0,1,1,1,1.02,0,0,1,1,1,1,1,1,0,468.3,500.0,2.0,1,14,510.2,1,15.28,18.0,0,2.19,61.4,10.6,1,1,1,1,0,0,0.854,0,1,3,0,82.1,45.2,1,4173.7,0,0
0,1,1.27,1.0,0,0.0,8.6,0,1.16,1.06,1.15,1.0,0.0,0.0,1.15,0.0,4.0,1,1.15,1,23.8,2.06,1.21,1.38,0,0.0,0,0,503.6,0,0.0414,0.1,0,0.0414,0.1,0,0,0,0,0,1,1.14,1,0,0,0.0,0,0,94.9,216.0,80.4,0,0,0.0,0,0,1,1,1,1.68,0,0,1,1,1,1,1,1,0,508.4,500.0,2.0,1,14,545.3,1,28.76,10.0,0,1.15,54.5,28.9,1,1,4,0,1,0,0.913,0,1,3,0,84.5,17.03,1,4849.8,1,1
0,1,1.71,1.09,0,0.0,21.9,0,1.29,1.02,1.21,4.0,0.0,0.0,1.21,0.0,12.0,1,1.21,1,15.4,1.71,1.54,1.48,0,0.0,0,0,31.38,0,0.0659,0.2,0,0.0659,0.2,0,0,0,0,0,1,0.71,1,0,0,0.0,0,0,98.3,355.0,89.2,0,0,0.0,0,0,1,1,1,1.27,0,0,1,1,1,1,1,1,0,497.4,500.0,2.0,1,15,698.3,1,17.61,23.0,0,1.21,53.4,15.3,1,1,2,1,0,0,0.978,0,1,5,0,97.9,6.25,1,1429.8,0,0
0,1,1.34,0.95,0,0.0,12.0,0,1.14,0.82,0.96,1.0,0.0,0.0,0.96,0.0,4.0,1,0.96,1,16.3,1.36,1.16,1.05,0,0.0,0,0,303.2,0,0.0428,0.1,0,0.0428,0.1,0,0,0,0,0,1,2.27,1,0,0,0.0,0,0,93.2,227.0,90.3,0,0,0.0,0,0,1,1,1,1.75,0,0,1,1,1,1,1,1,0,457.3,500.0,2.0,1,13,275.2,1,24.4,9.0,0,0.96,72.9,13.3,1,1,1,1,0,0,0.966,0,1,3,0,94.6,36.93,1,2833.6,1,1
0,1,1.75,1.2,0,0.0,16.4,0,1.51,1.21,1.36,1.0,0.0,0.0,1.36,0.0,4.0,1,1.36,1,15.9,2.03,1.8,1.43,0,0.0,0,0,50.48,0,0.0275,0.1,0,0.0275,0.1,0,0,0,0,0,1,1.1,1,0,0,0.0,0,0,90.5,40.0,99.8,0,0,0.0,0,0,1,1,1,0.99,1,0,1,1,1,1,1,1,0,471.3,500.0,2.0,1,12,785.0,1,16.35,22.0,0,1.36,58.5,5.2,1,1,2,0,0,0,0.951,0,1,6,0,80.8,37.56,1,3871.8,1,1
0,1,0.32,0.06,0,0.0,19.9,0,0.24,-0.0,0.2,4.0,0.0,0.0,0.2,0.0,12.0,1,0.2,1,22.6,0.23,0.47,0.48,0,0.0,0,0,1291.84,0,0.099,0.2,0,0.099,0.2,0,0,0,0,0,1,0.91,1,0,0,0.0,0,0,98.8,85.0,87.3,0,0,0.0,0,0,1,1,1,1.7,1,0,1,1,1,1,1,1,0,461.4,500.0,2.0,1,9,109.3,1,27.02,2.0,0,0.2,70.3,38.4,1,1,5,1,1,0,0.951,0,1,7,0,92.7,25.78,1,4572.4,0,0
0,1,2.13,1.67,0,0.0,6.6,0,2.06,1.64,1.77,1.0,0.0,0.0,1.77,0.0,4.0,1,1.77,1,16.8,2.1,1.97,2.08,0,0.0,0,0,50.86,0,0.0248,0.1,0,0.0248,0.1,0,0,0,0,0,1,2.77,1,0,0,0.0,0,0,99.9,248.0,94.0,0,0,0.0,0,0,1,1,1,0.64,1,0,1,1,1,1,1,1,0,501.4,500.0,2.0,1,18,129.8,1,48.8,26.0,0,1.77,59.1,33.1,1,1,2,1,0,0,0.893,0,1,5,0,78.1,27.92,1,2288.3,1,1
0,1,2.17,1.67,0,0.0,15.7,0,1.98,1.62,1.72,4.0,0.0,0.0,1.72,0.0,12.0,1,1.72,1,17.0,1.99,1.86,1.95,0,0.0,0,0,6543.83,0,0.0639,0.2,0,0.0639,0.2,0,0,0,0,0,1,0.98,1,0,0,0.0,0,0,92.7,247.0,81.1,0,0,0.0,0,0,1,1,1,0.68,1,0,1,1,1,1,1,1,0,491.4,500.0,2.0,1,7,215.7,1,14.03,0.0,0,1.72,64.2,3.8,1,1,1,0,1,0,0.988,0,1,4,0,79.9,16.19,1,2372.2,0,0
0,1,1.81,1.17,0,0.0,21.4,0,1.64,1.43,1.61,1.0,0.0,0.0,1.61,0.0,4.0,1,1.61,1,16.6,2.29,2.06,1.83,0,0.0,0,0,23.92,0,0.0062,0.1,0,0.0062,0.1,0,1,0,0,0,1,0.25,1,0,0,0.0,0,0,95.8,167.0,96.2,0,0,0.0,0,0,1,1,1,0.68,1,0,1,1,1,1,1,1,0,502.5,500.0,2.0,1,15,168.1,1,18.79,1.0,0,1.61,58.4,32.4,1,1,2,1,0,0,0.87,0,1,3,0,76.8,43.86,1,4726.2,1,1
0,1,20.14,19.82,0,0.0,12.0,0,20.22,19.74,19.96,14.5,0.0,0.0,19.96,4.0,30.0,1,19.96,1,19.7,20.21,20.33,20.39,0,0.0,0,0,29.81,0,0.0498,0.1,0,0.0498,0.1,0,0,0,0,0,1,1.2,1,0,0,0.0,0,0,96.7,164.0,89.6,0,0,0.0,0,0,1,1,1,1.05,0,0,1,1,1,1,1,1,0,496.5,500.0,2.0,1,12,383.3,1,20.4,11.0,0,19.96,54.0,15.7,1,1,5,1,0,0,0.875,0,1,3,0,83.0,39.89,1,1305.0,0,0
0,1,6.78,6.31,0,0.0,13.1,0,6.65,6.47,6.6,5.0,0.0,0.0,6.6,3.0,7.0,1,6.6,1,20.4,6.87,6.91,6.64,0,0.0,0,0,502.1,0,0.0097,0.1,0,0.0097,0.1,0,1,0,0,0,1,1.01,1,0,0,0.0,0,0,98.0,117.0,92.1,0,0,0.0,0,0,1,1,1,0.82,1,0,1,1,1,1,1,1,0,469.0,500.0,2.0,1,11,307.4,1,15.65,27.0,0,6.6,72.4,33.4,1,1,5,0,0,0,0.946,0,1,3,0,79.8,12.06,1,3917.8,0,0
0,1,3.59,2.85,0,0.0,4.4,0,3.35,3.13,3.29,5.0,0.0,0.0,3.29,3.0,7.0,1,3.29,1,18.6,3.77,3.75,3.56,0,0.0,0,0,12.86,0,0.0222,0.1,0,0.0222,0.1,0,0,0,0,0,1,1.25,1,0,0,0.0,0,0,99.9,52.0,98.6,0,0,0.0,0,0,1,1,1,1.0,0,0,1,1,1,1,1,1,0,480.2,500.0,2.0,1,12,430.5,1,24.73,8.0,0,3.29,69.8,28.2,1,1,5,1,1,0,0.947,0,1,4,0,84.1,1.22,1,2288.2,0,0
0,1,5.71,5.25,0,0.0,8.8,0,5.87,5.3,5.57,14.5,0.0,0.0,5.57,4.0,30.0,1,5.57,1,20.9,6.54,6.01,5.73,0,0.0,0,0,7.26,0,0.0041,0.1,0,0.0041,0.1,0,1,0,0,0,1,2.25,1,0,0,0.0,0,0,91.4,259.0,89.8,0,0,0.0,0,0,1,1,1,0.03,0,0,1,1,1,1,1,1,0,466.5,500.0,2.0,1,18,286.9,1,13.17,6.0,0,5.57,64.4,40.8,1,1,5,1,0,0,0.881,0,1,6,0,76.1,23.67,1,4092.4,0,0
0,1,12.87,12.32,0,0.0,17.0,0,12.73,12.3,12.58,14.5,0.0,0.0,12.58,4.0,30.0,1,12.58,1,19.3,12.6,12.7,12.83,0,0.0,0,0,15.47,0,0.0218,0.1,0,0.0218,0.1,0,0,0,0,0,1,1.62,1,0,0,0.0,0,0,95.5,269.0,85.5,0,0,0.0,0,0,1,1,1,1.33,1,0,1,1,1,1,1,1,0,492.2,500.0,2.0,1,19,351.6,1,13.05,12.0,0,12.58,73.6,43.8,1,1,3,0,0,0,0.952,0,1,5,0,92.0,17.28,1,4150.1,0,0
0,1,4.67,4.01,0,0.0,8.0,0,4.35,4.11,4.23,14.5,0.0,0.0,4.23,4.0,30.0,1,4.23,1,18.0,4.36,4.55,4.29,0,0.0,0,0,1.76,0,0.0078,0.1,0,0.0078,0.1,0,1,0,0,0,1,2.33,1,0,0,0.0,0,0,92.0,275.0,96.1,0,0,0.0,0,0,1,1,1,0.25,0,0,1,1,1,1,1,1,0,455.2,500.0,2.0,1,6,397.3,1,33.36,1.0,0,4.23,58.4,25.2,1,1,5,0,0,0,0.966,0,1,7,0,90.2,6.65,1,1537.5,0,0
0,1,4.89,4.42,0,0.0,14.9,0,4.93,4.6,4.77,5.0,0.0,0.0,4.77,3.0,7.0,1,4.77,1,17.2,5.45,4.96,4.95,0,0.0,0,0,805.38,0,0.0217,0.1,0,0.0217,0.1,0,0,0,0,0,1,0.45,1,0,0,0.0,0,0,96.0,232.0,86.8,0,0,0.0,0,0,1,1,1,1.72,0,0,1,1,1,1,1,1,0,500.7,500.0,2.0,1,17,571.3,1,22.72,30.0,0,4.77,56.8,14.9,1,1,1,0,0,0,0.954,0,1,5,0,86.1,11.82,1,2581.2,0,0
0,1,6.43,5.9,0,0.0,17.6,0,6.51,6.08,6.34,4.0,0.0,0.0,6.34,0.0,12.0,1,6.34,1,16.2,7.02,6.45,6.4,0,0.0,0,0,313.68,0,0.0288,0.2,0,0.0288,0.2,0,0,0,0,0,1,1.4,1,0,0,0.0,0,0,93.9,345.0,86.5,0,0,0.0,0,0,1,1,1,1.63,1,0,1,1,1,1,1,1,0,494.9,500.0,2.0,1,6,740.3,1,23.36,12.0,0,6.34,54.8,14.7,1,1,4,1,0,0,0.901,0,1,7,0,80.0,24.76,1,3611.7,0,0
0,1,6.16,5.72,0,0.0,5.4,0,6.14,5.81,6.03,5.0,0.0,0.0,6.03,3.0,7.0,1,6.03,1,21.3,6.22,6.46,6.06,0,0.0,0,0,775.11,0,0.0394,0.1,0,0.0394,0.1,0,0,0,0,0,1,1.79,1,0,0,0.0,0,0,99.8,208.0,96.0,0,0,0.0,0,0,1,1,1,1.19,0,0,1,1,1,1,1,1,0,497.0,500.0,2.0,1,17,568.3,1,15.25,22.0,0,6.03,57.1,47.1,1,1,4,1,0,0,0.979,0,1,4,0,80.6,18.68,1,3601.7,0,0
0,1,0.44,0.31,0,0.0,10.1,0,0.41,0.31,0.32,1.0,0.0,0.0,0.32,0.0,4.0,1,0.32,1,21.2,0.94,0.35,0.48,0,0.0,0,0,287.79,0,0.0122,0.1,0,0.0122,0.1,0,0,0,0,0,1,2.62,1,0,0,0.0,0,0,95.8,168.0,89.3,0,0,0.0,0,0,1,1,1,0.42,0,0,1,1,1,1,1,1,0,498.7,500.0,2.0,1,9,733.0,1,15.08,9.0,0,0.32,54.8,16.1,1,1,5,0,0,0,0.878,0,1,4,0,96.1,6.05,1,133.7,1,1
0,1,5.93,5.73,0,0.0,12.4,0,5.92,5.63,5.82,5.0,0.0,0.0,5.82,3.0,7.0,1,5.82,1,17.2,6.48,6.2,5.9,0,0.0,0,0,116.43,0,0.0298,0.1,0,0.0298,0.1,0,0,0,0,0,1,0.13,1,0,0,0.0,0,0,94.4,289.0,93.0,0,0,0.0,0,0,1,1,1,1.4,1,0,1,1,1,1,1,1,0,474.2,500.0,2.0,1,8,448.8,1,14.2,22.0,0,5.82,55.9,15.4,1,1,2,1,0,0,0.94,0,1,5,0,85.1,46.05,1,4215.7,0,0
0,1,5.25,4.88,0,0.0,15.0,0,5.04,5.03,5.04,4.0,0.0,0.0,5.04,0.0,12.0,1,5.04,1,23.5,5.08,5.3,5.34,0,0.0,0,0,803.57,0,0.0609,0.2,0,0.0609,0.2,0,0,0,0,0,1,0.59,1,0,0,0.0,0,0,99.0,94.0,97.7,0,0,0.0,0,0,1,1,1,1.53,1,0,1,1,1,1,1,1,0,464.4,500.0,2.0,1,8,287.2,1,22.91,7.0,0,5.04,80.0,12.6,1,1,1,1,0,0,0.997,0,1,7,0,80.2,21.66,1,2837.0,0,0
0,1,21.43,20.85,0,0.0,3.2,0,21.2,21.1,21.15,14.5,0.0,0.0,21.15,4.0,30.0,1,21.15,1,18.0,21.3,21.61,21.41,0,0.0,0,0,3.54,0,0.0275,0.1,0,0.0275,0.1,0,0,0,0,0,1,1.87,1,0,0,0.0,0,0,93.6,123.0,90.1,0,0,0.0,0,0,1,1,1,0.59,0,0,1,1,1,1,1,1,0,470.6,500.0,2.0,1,8,429.3,1,49.29,7.0,0,21.15,64.6,8.9,1,1,3,0,1,0,0.876,0,1,4,0,88.4,21.42,1,352.7,0,0
0,1,13.15,12.54,0,0.0,11.1,0,12.91,12.58,12.69,14.5,0.0,0.0,12.69,4.0,30.0,1,12.69,1,18.6,13.68,12.96,13.03,0,0.0,0,0,36.97,0,0.0208,0.1,0,0.0208,0.1,0,0,0,0,0,1,1.93,1,0,0,0.0,0,0,98.3,319.0,91.3,0,0,0.0,0,0,1,1,1,0.59,1,0,1,1,1,1,1,1,0,451.4,500.0,2.0,1,18,669.1,1,25.27,5.0,0,12.69,58.6,25.5,1,1,4,1,0,0,0.942,0,1,7,0,92.3,46.87,1,671.8,0,0
0,1,1.46,0.89,0,0.0,8.8,0,1.33,1.04,1.2,1.0,0.0,0.0,1.2,0.0,4.0,1,1.2,1,20.5,1.24,1.42,1.31,0,0.0,0,0,1995.74,0,0.0027,0.1,0,0.0027,0.1,0,1,0,0,0,1,2.75,1,0,0,0.0,0,0,99.8,130.0,83.5,0,0,0.0,0,0,1,1,1,0.44,1,0,1,1,1,1,1,1,0,478.7,500.0,2.0,1,10,425.0,1,7.49,1.0,0,1.2,56.8,40.8,1,1,5,1,0,0,0.898,0,1,6,0,96.4,17.23,1,4191.2,1,1
0,1,1.3,0.92,0,0.0,12.4,0,1.03,0.95,0.97,1.0,0.0,0.0,0.97,0.0,4.0,1,0.97,1,15.0,1.29,1.26,1.19,0,0.0,0,0,4818.01,0,0.0138,0.1,0,0.0138,0.1,0,0,0,0,0,1,0.91,1,0,0,0.0,0,0,99.9,345.0,82.5,0,0,0.0,0,0,1,1,1,0.83,1,0,1,1,1,1,1,1,0,488.9,500.0,2.0,1,9,324.8,1,38.58,4.0,0,0.97,60.0,35.0,1,1,4,1,1,0,0.857,0,1,6,0,79.0,3.38,1,1041.4,1,1
0,1,4.23,4.03,0,0.0,16.8,0,4.05,3.77,4.03,4.0,0.0,0.0,4.03,0.0,12.0,1,4.03,1,15.2,4.56,4.48,4.32,0,0.0,0,0,384.54,0,0.0658,0.2,0,0.0658,0.2,0,0,0,0,0,1,1.83,1,0,0,0.0,0,0,96.8,71.0,93.5,0,0,0.0,0,0,1,1,1,1.76,0,0,1,1,1,1,1,1,0,508.5,500.0,2.0,1,15,308.4,1,38.9,16.0,0,4.03,57.7,9.9,1,1,3,1,0,0,0.876,0,1,3,0,75.5,3.55,1,4656.4,0,0
0,1,0.63,-0.31,0,0.0,10.9,0,0.28,0.03,0.15,1.0,0.0,0.0,0.15,0.0,4.0,1,0.15,1,15.4,0.44,0.21,0.2,0,0.0,0,0,225.72,0,0.0123,0.1,0,0.0123,0.1,0,0,0,0,0,1,1.68,1,0,0,0.0,0,0,91.0,64.0,89.6,0,0,0.0,0,0,1,1,1,0.88,0,0,1,1,1,1,1,1,0,458.3,500.0,2.0,1,5,194.7,1,15.62,24.0,0,0.15,77.5,20.7,1,1,1,0,1,0,0.944,0,1,5,0,79.2,6.28,1,2244.3,1,1
0,1,1.24,0.88,0,0.0,16.4,0,1.26,1.05,1.11,4.0,0.0,0.0,1.11,0.0,12.0,1,1.11,1,16.0,1.93,1.35,1.14,0,0.0,0,0,75.83,0,0.0306,0.2,0,0.0306,0.2,0,0,0,0,0,1,0.77,1,0,0,0.0,0,0,98.0,282.0,97.5,0,0,0.0,0,0,1,1,1,1.2,1,0,1,1,1,1,1,1,0,475.4,500.0,2.0,1,17,195.5,1,34.29,18.0,0,1.11,54.6,42.7,1,1,3,1,0,0,0.899,0,1,4,0,95.0,45.93,1,2503.0,0,0
0,1,6.69,6.12,0,0.0,14.7,0,6.72,6.45,6.5,5.0,0.0,0.0,6.5,3.0,7.0,1,6.5,1,22.3,7.46,6.65,6.99,0,0.0,0,0,2990.14,0,0.043,0.1,0,0.043,0.1,0,0,0,0,0,1,1.14,1,0,0,0.0,0,0,92.0,68.0,95.7,0,0,0.0,0,0,1,1,1,1.11,1,0,1,1,1,1,1,1,0,468.4,500.0,2.0,1,12,299.1,1,25.18,26.0,0,6.5,70.0,37.1,1,1,4,1,1,0,0.886,0,1,5,0,81.0,5.54,1,2814.7,0,0
0,1,1.77,0.95,0,0.0,8.5,0,1.51,1.37,1.45,1.0,0.0,0.0,1.45,0.0,4.0,1,1.45,1,19.3,1.7,1.63,1.77,0,0.0,0,0,101.47,0,0.0006,0.1,0,0.0006,0.1,0,1,0,0,0,1,1.04,1,0,0,0.0,0,0,94.0,43.0,98.4,0,0,0.0,0,0,1,1,1,0.81,1,0,1,1,1,1,1,1,0,469.7,500.0,2.0,1,12,525.6,1,43.87,1.0,0,1.45,54.4,8.7,1,1,1,1,1,0,0.916,0,1,6,0,82.9,38.53,1,3738.6,1,1
0,1,3.99,3.31,0,0.0,20.2,0,3.73,3.54,3.64,5.0,0.0,0.0,3.64,3.0,7.0,1,3.64,1,15.4,4.51,3.93,3.79,0,0.0,0,0,118.42,0,0.0388,0.1,0,0.0388,0.1,0,0,0,0,0,1,0.21,1,0,0,0.0,0,0,97.2,281.0,93.3,0,0,0.0,0,0,1,1,1,0.41,0,0,1,1,1,1,1,1,0,504.8,500.0,2.0,1,11,543.3,1,34.29,27.0,0,3.64,77.8,29.4,1,1,4,0,0,0,0.973,0,1,5,0,89.8,4.79,1,796.7,0,0
0,1,22.97,22.16,0,0.0,8.9,0,22.62,22.28,22.57,14.5,0.0,0.0,22.57,4.0,30.0,1,22.57,1,15.3,23.17,22.9,22.92,0,0.0,0,0,80.11,0,0.0214,0.1,0,0.0214,0.1,0,0,0,0,0,1,0.77,1,0,0,0.0,0,0,97.2,102.0,96.6,0,0,0.0,0,0,1,1,1,0.44,1,0,1,1,1,1,1,1,0,491.8,500.0,2.0,1,18,191.7,1,15.71,23.0,0,22.57,52.6,10.8,1,1,4,0,1,0,0.934,0,1,5,0,83.9,48.94,1,2372.2,0,0
0,1,1.17,0.8,0,0.0,17.0,0,0.88,0.71,0.82,1.0,0.0,0.0,0.82,0.0,4.0,1,0.82,1,16.5,1.38,1.19,1.0,0,0.0,0,0,86.41,0,0.0163,0.1,0,0.0163,0.1,0,0,0,0,0,1,0.49,1,0,0,0.0,0,0,92.3,304.0,85.4,0,0,0.0,0,0,1,1,1,1.55,0,0,1,1,1,1,1,1,0,469.9,500.0,2.0,1,13,595.5,1,26.08,1.0,0,0.82,78.8,8.8,1,1,1,0,0,0,0.923,0,1,4,0,93.1,1.3,1,4669.1,1,1
0,1,2.2,1.72,0,0.0,11.7,0,2.1,1.77,1.9,1.0,0.0,0.0,1.9,0.0,4.0,1,1.9,1,22.3,1.99,2.32,2.0,0,0.0,0,0,2832.49,0,0.0464,0.1,0,0.0464,0.1,0,0,0,0,0,1,2.83,1,0,0,0.0,0,0,91.6,73.0,96.2,0,0,0.0,0,0,1,1,1,1.64,1,0,1,1,1,1,1,1,0,494.3,500.0,2.0,1,9,252.9,1,42.2,11.0,0,1.9,66.1,22.5,1,1,5,0,0,0,0.962,0,1,3,0,79.0,46.65,1,2699.0,1,1
0,1,1.63,1.24,0,0.0,4.3,0,1.51,1.28,1.29,1.0,0.0,0.0,1.29,0.0,4.0,1,1.29,1,23.1,2.09,1.36,1.55,0,0.0,0,0,37.65,0,0.0032,0.1,0,0.0032,0.1,0,1,0,0,0,1,0.29,1,0,0,0.0,0,0,96.3,51.0,98.9,0,0,0.0,0,0,1,1,1,0.42,0,0,1,1,1,1,1,1,0,491.0,500.0,2.0,1,5,207.2,1,25.29,17.0,0,1.29,80.0,3.2,1,1,1,0,0,0,0.905,0,1,3,0,95.3,45.72,1,4414.6,1,1
0,1,12.99,12.54,0,0.0,9.1,0,12.91,12.58,12.65,14.5,0.0,0.0,12.65,4.0,30.0,1,12.65,1,24.6,12.96,12.67,12.78,0,0.0,0,0,31.03,0,0.0156,0.1,0,0.0156,0.1,0,0,0,0,0,1,0.51,1,0,0,0.0,0,0,95.1,68.0,92.5,0,0,0.0,0,0,1,1,1,1.75,0,0,1,1,1,1,1,1,0,471.8,500.0,2.0,1,5,350.0,1,40.37,18.0,0,12.65,53.0,26.7,1,1,1,0,0,0,0.867,0,1,5,0,97.6,9.63,1,1044.4,0,0
0,1,5.5,4.94,0,0.0,8.2,0,5.56,5.19,5.28,5.0,0.0,0.0,5.28,3.0,7.0,1,5.28,1,17.0,6.24,5.69,5.45,0,0.0,0,0,214.29,0,0.0125,0.1,0,0.0125,0.1,0,0,0,0,0,1,2.52,1,0,0,0.0,0,0,95.2,146.0,96.8,0,0,0.0,0,0,1,1,1,1.5,0,0,1,1,1,1,1,1,0,467.9,500.0,2.0,1,8,327.0,1,5.05,29.0,0,5.28,66.5,29.5,1,1,4,0,0,0,0.894,0,1,5,0,97.3,31.46,1,3387.5,0,0
0,1,0.66,0.24,0,0.0,21.3,0,0.67,0.48,0.58,1.0,0.0,0.0,0.58,0.0,4.0,1,0.58,1,21.7,0.72,1.04,0.76,0,0.0,0,0,15.6,0,0.0175,0.1,0,0.0175,0.1,0,0,0,0,0,1,0.3,1,0,0,0.0,0,0,91.7,342.0,84.9,0,0,0.0,0,0,1,1,1,1.32,0,0,1,1,1,1,1,1,0,459.4,500.0,2.0,1,16,709.4,1,11.66,1.0,0,0.58,65.0,41.7,1,1,1,1,0,0,0.997,0,1,4,0,90.6,42.68,1,3785.5,1,1
0,1,4.9,4.06,0,0.0,14.5,0,4.63,4.39,4.54,5.0,0.0,0.0,4.54,3.0,7.0,1,4.54,1,21.1,4.96,4.93,4.83,0,0.0,0,0,93.98,0,0.0358,0.1,0,0.0358,0.1,0,0,0,0,0,1,0.03,1,0,0,0.0,0,0,95.7,242.0,98.3,0,0,0.0,0,0,1,1,1,0.83,1,0,1,1,1,1,1,1,0,484.5,500.0,2.0,1,12,448.7,1,8.03,27.0,0,4.54,77.3,27.2,1,1,3,0,0,0,0.94,0,1,5,0,84.9,35.74,1,330.9,0,0
0,1,4.26,3.93,0,0.0,20.4,0,4.33,4.13,4.15,5.0,0.0,0.0,4.15,3.0,7.0,1,4.15,1,19.4,4.46,4.47,4.45,0,0.0,0,0,901.81,0,0.0314,0.1,0,0.0314,0.1,0,0,0,0,0,1,0.03,1,0,0,0.0,0,0,96.1,276.0,95.4,0,0,0.0,0,0,1,1,1,0.12,1,0,1,1,1,1,1,1,0,468.2,500.0,2.0,1,8,184.8,1,23.93,2.0,0,4.15,53.4,32.8,1,1,3,1,1,0,0.857,0,1,4,0,87.9,20.18,1,4005.2,0,0
0,1,3.29,2.96,0,0.0,11.6,0,3.06,2.74,3.0,4.0,0.0,0.0,3.0,0.0,12.0,1,3.0,1,19.4,3.6,3.18,3.15,0,0.0,0,0,738.15,0,0.0228,0.2,0,0.0228,0.2,0,0,0,0,0,1,0.61,1,0,0,0.0,0,0,99.1,298.0,82.7,0,0,0.0,0,0,1,1,1,1.49,1,0,1,1,1,1,1,1,0,475.1,500.0,2.0,1,12,446.3,1,10.85,6.0,0,3.0,70.9,13.8,1,1,1,1,0,0,0.975,0,1,7,0,89.1,43.57,1,1872.3,0,0
